Disease,Fiscal Year,Gender,Age Group,Population,Incidence,Prevalence,Mortality with Disease,Mortality without Disease
Diabetes,2009,M,5 to 9,840670,290.0,1830,0.0,90.0
Diabetes,2009,M,10 to 14,922950,480.0,3810,0.0,90.0
Diabetes,2009,M,15 to 19,1054940,500.0,5780,0.0,470.0
Diabetes,2009,M,20 to 24,1055080,610.0,7030,30.0,720.0
Diabetes,2009,M,25 to 29,1063580,1170.0,9690,30.0,690.0
Diabetes,2009,M,30 to 34,1027840,2170.0,15140,40.0,740.0
Diabetes,2009,M,35 to 39,1079880,4040.0,27770,110.0,870.0
Diabetes,2009,M,40 to 44,1166080,6960.0,50030,210.0,1380.0
Diabetes,2009,M,45 to 49,1325670,10620.0,84180,470.0,2360.0
Diabetes,2009,M,50 to 54,1229690,13640.0,118120,940.0,3530.0
Diabetes,2009,M,55 to 59,1056830,14810.0,147550,1720.0,4320.0
Diabetes,2009,M,60 to 64,913020,15120.0,176230,2670.0,5250.0
Diabetes,2009,M,65 to 69,667320,12440.0,161370,3700.0,5870.0
Diabetes,2009,M,70 to 74,499440,9060.0,139250,4450.0,6670.0
Diabetes,2009,M,75 to 79,400500,6970.0,118540,6110.0,8950.0
Diabetes,2009,M,80 to 84,276910,4340.0,81300,6860.0,10780.0
Diabetes,2009,M,85+,222040,3010.0,54690,8330.0,18920.0
Diabetes,2010,F,1 to 4,664100,150.0,350,0.0,160.0
Diabetes,2010,F,5 to 9,809830,310.0,1670,0.0,70.0
Diabetes,2010,F,10 to 14,861960,380.0,3370,0.0,60.0
Diabetes,2010,F,15 to 19,994600,500.0,5450,10.0,230.0
Diabetes,2010,F,20 to 24,1037500,800.0,7500,10.0,290.0
Diabetes,2010,F,25 to 29,1067090,1510.0,11920,20.0,310.0
Diabetes,2010,F,30 to 34,1075900,2390.0,19610,40.0,370.0
Diabetes,2010,F,35 to 39,1089080,3300.0,31060,70.0,490.0
Diabetes,2010,F,40 to 44,1157120,4630.0,46290,140.0,840.0
Diabetes,2010,F,45 to 49,1307730,6900.0,70840,310.0,1520.0
Diabetes,2010,F,50 to 54,1261160,9150.0,95910,610.0,2360.0
Diabetes,2010,F,55 to 59,1110180,10670.0,120760,1010.0,2940.0
Diabetes,2010,F,60 to 64,976360,11320.0,145330,1660.0,3730.0
Diabetes,2010,F,65 to 69,726280,9500.0,134600,2250.0,4310.0
Diabetes,2010,F,70 to 74,568070,7650.0,126600,3050.0,5080.0
Diabetes,2010,F,75 to 79,480780,6320.0,118400,4530.0,7240.0
Diabetes,2010,F,80 to 84,397460,4740.0,100190,6130.0,10870.0
Diabetes,2010,F,85+,474360,4910.0,103440,13420.0,36240.0
Diabetes,2010,M,1 to 4,698080,170.0,440,0.0,220.0
Diabetes,2010,M,5 to 9,848970,300.0,1820,0.0,80.0
Diabetes,2010,M,10 to 14,904530,500.0,3810,0.0,90.0
Diabetes,2010,M,15 to 19,1045930,470.0,5920,10.0,450.0
Diabetes,2010,M,20 to 24,1076210,550.0,7220,20.0,720.0
Diabetes,2010,M,25 to 29,1080650,1050.0,10040,40.0,670.0
Diabetes,2010,M,30 to 34,1046170,1980.0,15320,70.0,690.0
Diabetes,2010,M,35 to 39,1073810,3650.0,27970,100.0,860.0
Diabetes,2010,M,40 to 44,1155720,6470.0,50710,220.0,1270.0
Diabetes,2010,M,45 to 49,1318780,10220.0,86930,490.0,2310.0
Diabetes,2010,M,50 to 54,1259690,12830.0,122900,920.0,3410.0
Diabetes,2010,M,55 to 59,1091540,14190.0,154660,1700.0,4430.0
Diabetes,2010,M,60 to 64,952240,14510.0,187110,2850.0,5500.0
Diabetes,2010,M,65 to 69,696420,11550.0,171250,3710.0,5950.0
Diabetes,2010,M,70 to 74,515340,8520.0,147300,4740.0,6570.0
Diabetes,2010,M,75 to 79,405090,6350.0,123680,6190.0,8510.0
Diabetes,2010,M,80 to 84,287820,4160.0,87490,7060.0,10780.0
Diabetes,2010,M,85+,236260,2830.0,60480,9250.0,19730.0
Hypertension,1999,F,20 to 24,913070,1570.0,4200,10.0,300.0
Hypertension,1999,F,25 to 29,947240,2560.0,10900,20.0,320.0
Hypertension,1999,F,30 to 34,1058660,4530.0,19460,40.0,410.0
Hypertension,1999,F,35 to 39,1250620,8700.0,39010,80.0,790.0
Hypertension,1999,F,40 to 44,1202800,14100.0,67670,170.0,1210.0
Hypertension,1999,F,45 to 49,1068500,20580.0,108250,320.0,1470.0
Hypertension,1999,F,50 to 54,940540,27120.0,162410,600.0,1960.0
Hypertension,1999,F,55 to 59,719670,25670.0,178890,1040.0,2150.0
Hypertension,1999,F,60 to 64,594440,26190.0,193420,1630.0,2500.0
Hypertension,1999,F,65 to 69,556600,27620.0,224710,3030.0,3240.0
Hypertension,1999,F,70 to 74,514330,26840.0,243560,4970.0,4490.0
Hypertension,1999,F,75 to 79,448370,23930.0,238040,7640.0,6040.0
Hypertension,1999,F,80 to 84,298460,15480.0,166050,8810.0,6900.0
Hypertension,1999,F,85+,294630,13820.0,151260,16570.0,18950.0
Hypertension,1999,M,20 to 24,937610,1470.0,4010,10.0,790.0
Hypertension,1999,M,25 to 29,952890,2990.0,11010,20.0,740.0
Hypertension,1999,M,30 to 34,1053050,5390.0,22030,50.0,950.0
Hypertension,1999,M,35 to 39,1254310,9680.0,43890,110.0,1410.0
Hypertension,1999,M,40 to 44,1197910,15160.0,72070,290.0,1830.0
Hypertension,1999,M,45 to 49,1060470,19840.0,107210,520.0,2320.0
Hypertension,1999,M,50 to 54,941360,25280.0,149590,950.0,2920.0
Hypertension,1999,M,55 to 59,716210,24140.0,159270,1600.0,3480.0
Hypertension,1999,M,60 to 64,572650,23460.0,164520,2440.0,4360.0
Hypertension,1999,M,65 to 69,517380,24320.0,183060,4250.0,5950.0
Hypertension,1999,M,70 to 74,431760,21310.0,174950,6450.0,7440.0
Hypertension,1999,M,75 to 79,321030,16620.0,143050,8210.0,8500.0
Hypertension,1999,M,80 to 84,180630,9130.0,81770,7080.0,7890.0
Hypertension,1999,M,85+,131070,5950.0,53900,8190.0,11600.0
Hypertension,2000,F,20 to 24,923520,1510.0,4220,10.0,290.0
Hypertension,2000,F,25 to 29,941100,2540.0,11970,20.0,310.0
Hypertension,2000,F,30 to 34,1045940,4280.0,21260,40.0,420.0
Hypertension,2000,F,35 to 39,1237520,8680.0,42720,70.0,740.0
Hypertension,2000,F,40 to 44,1226940,14830.0,75190,170.0,1020.0
Hypertension,2000,F,45 to 49,1101330,21820.0,120400,330.0,1470.0
Hypertension,2000,F,50 to 54,981570,28400.0,182630,680.0,2020.0
Hypertension,2000,F,55 to 59,746570,26490.0,199830,1110.0,2060.0
Hypertension,2000,F,60 to 64,608870,26160.0,213430,1760.0,2330.0
Hypertension,2000,F,65 to 69,555160,26800.0,241050,3020.0,3030.0
Hypertension,2000,F,70 to 74,517570,26020.0,262400,5080.0,3990.0
Hypertension,2000,F,75 to 79,453750,22630.0,258650,8020.0,5320.0
Hypertension,2000,F,80 to 84,313300,14970.0,187740,9550.0,6340.0
Hypertension,2000,F,85+,306740,12840.0,173740,19470.0,17570.0
Hypertension,2000,M,20 to 24,950140,1610.0,4220,0.0,700.0
Hypertension,2000,M,25 to 29,947060,2870.0,12070,30.0,710.0
Hypertension,2000,M,30 to 34,1040950,5510.0,24520,60.0,860.0
Hypertension,2000,M,35 to 39,1245060,10180.0,48770,140.0,1290.0
Hypertension,2000,M,40 to 44,1225920,16090.0,81020,270.0,1690.0
Hypertension,2000,M,45 to 49,1092550,21030.0,120360,550.0,2220.0
Hypertension,2000,M,50 to 54,980440,27250.0,170040,1060.0,2960.0
Hypertension,2000,M,55 to 59,744660,25630.0,180600,1660.0,3430.0
Hypertension,2000,M,60 to 64,586890,24200.0,183640,2570.0,4140.0
Hypertension,2000,M,65 to 69,516890,24360.0,199140,4340.0,5340.0
Hypertension,2000,M,70 to 74,441420,21370.0,194520,6780.0,6810.0
Hypertension,2000,M,75 to 79,328060,16400.0,159350,8590.0,7740.0
Hypertension,2000,M,80 to 84,191190,9360.0,95780,8120.0,7290.0
Hypertension,2000,M,85+,136970,5950.0,63050,9540.0,10980.0
Hypertension,2001,F,20 to 24,935770,1580.0,4310,10.0,280.0
Hypertension,2001,F,25 to 29,939180,2620.0,12850,20.0,300.0
Hypertension,2001,F,30 to 34,1039430,4420.0,23150,40.0,450.0
Hypertension,2001,F,35 to 39,1213210,8370.0,45720,100.0,740.0
Hypertension,2001,F,40 to 44,1248310,14510.0,81760,180.0,1080.0
Hypertension,2001,F,45 to 49,1132250,21800.0,131410,360.0,1500.0
Hypertension,2001,F,50 to 54,996060,27440.0,194750,720.0,1880.0
Hypertension,2001,F,55 to 59,801060,27060.0,226320,1260.0,2100.0
Hypertension,2001,F,60 to 64,628860,25510.0,234020,1850.0,2250.0
Hypertension,2001,F,65 to 69,555160,25030.0,255570,3270.0,2690.0
Hypertension,2001,F,70 to 74,521500,23930.0,279620,5560.0,3730.0
Hypertension,2001,F,75 to 79,456590,20480.0,274640,8370.0,4890.0
Hypertension,2001,F,80 to 84,329770,14110.0,210130,10710.0,5830.0
Hypertension,2001,F,85+,317960,11670.0,194460,21990.0,15860.0
Hypertension,2001,M,20 to 24,963500,1670.0,4360,20.0,770.0
Hypertension,2001,M,25 to 29,945370,3070.0,13290,10.0,750.0
Hypertension,2001,M,30 to 34,1034190,5440.0,26620,60.0,850.0
Hypertension,2001,M,35 to 39,1221470,9910.0,52750,130.0,1270.0
Hypertension,2001,M,40 to 44,1249680,16020.0,89340,300.0,1700.0
Hypertension,2001,M,45 to 49,1124820,21170.0,132150,600.0,2280.0
Hypertension,2001,M,50 to 54,993100,26430.0,183610,1100.0,2890.0
Hypertension,2001,M,55 to 59,799020,26530.0,207280,1830.0,3560.0
Hypertension,2001,M,60 to 64,607710,23940.0,204060,2930.0,3920.0
Hypertension,2001,M,65 to 69,517600,23060.0,213660,4550.0,4870.0
Hypertension,2001,M,70 to 74,450190,20910.0,213070,7210.0,6220.0
Hypertension,2001,M,75 to 79,334760,15450.0,174770,9320.0,6880.0
Hypertension,2001,M,80 to 84,203070,9330.0,110260,9060.0,6770.0
Hypertension,2001,M,85+,142450,5740.0,71870,10930.0,10200.0
Hypertension,2002,F,20 to 24,948460,1890.0,4620,10.0,280.0
Hypertension,2002,F,25 to 29,944360,2900.0,13910,20.0,280.0
Hypertension,2002,F,30 to 34,1032940,4840.0,25360,30.0,410.0
Hypertension,2002,F,35 to 39,1178670,8710.0,48010,100.0,650.0
Hypertension,2002,F,40 to 44,1264440,15050.0,87970,200.0,1060.0
Hypertension,2002,F,45 to 49,1165940,22130.0,142350,420.0,1510.0
Hypertension,2002,F,50 to 54,1012920,27410.0,206060,790.0,1830.0
Hypertension,2002,F,55 to 59,853070,27640.0,251710,1370.0,2140.0
Hypertension,2002,F,60 to 64,655120,25030.0,254940,2020.0,2410.0
Hypertension,2002,F,65 to 69,558330,23780.0,269390,3270.0,2710.0
Hypertension,2002,F,70 to 74,523650,22080.0,294050,5600.0,3310.0
Hypertension,2002,F,75 to 79,459730,18820.0,288910,8830.0,4460.0
Hypertension,2002,F,80 to 84,346550,13060.0,231430,11810.0,5370.0
Hypertension,2002,F,85+,328010,10180.0,212950,24720.0,14290.0
Hypertension,2002,M,20 to 24,978030,1800.0,4630,10.0,720.0
Hypertension,2002,M,25 to 29,949550,3020.0,14160,20.0,660.0
Hypertension,2002,M,30 to 34,1027320,5570.0,28800,60.0,860.0
Hypertension,2002,M,35 to 39,1184720,9900.0,55590,140.0,1140.0
Hypertension,2002,M,40 to 44,1267820,16540.0,97070,340.0,1700.0
Hypertension,2002,M,45 to 49,1160310,21930.0,144560,690.0,2210.0
Hypertension,2002,M,50 to 54,1007530,26130.0,195480,1170.0,3000.0
Hypertension,2002,M,55 to 59,848830,27170.0,233280,2070.0,3490.0
Hypertension,2002,M,60 to 64,635790,24180.0,225730,3130.0,3830.0
Hypertension,2002,M,65 to 69,521150,21890.0,227040,4720.0,4600.0
Hypertension,2002,M,70 to 74,456990,19670.0,229570,7530.0,5670.0
Hypertension,2002,M,75 to 79,343280,14530.0,189610,9780.0,6450.0
Hypertension,2002,M,80 to 84,215230,8750.0,124530,9970.0,6260.0
Hypertension,2002,M,85+,147320,5340.0,80060,12170.0,9270.0
Hypertension,2003,F,20 to 24,963350,2010.0,5090,10.0,300.0
Hypertension,2003,F,25 to 29,955210,3030.0,14840,20.0,270.0
Hypertension,2003,F,30 to 34,1024660,4920.0,27390,40.0,410.0
Hypertension,2003,F,35 to 39,1143400,8710.0,49920,70.0,630.0
Hypertension,2003,F,40 to 44,1280230,15300.0,94280,220.0,1070.0
Hypertension,2003,F,45 to 49,1193800,22290.0,151940,410.0,1520.0
Hypertension,2003,F,50 to 54,1039240,26940.0,217750,860.0,1920.0
Hypertension,2003,F,55 to 59,895400,27300.0,273240,1400.0,2230.0
Hypertension,2003,F,60 to 64,684330,24410.0,276010,2310.0,2320.0
Hypertension,2003,F,65 to 69,568300,22320.0,284350,3440.0,2560.0
Hypertension,2003,F,70 to 74,524480,20630.0,305790,5850.0,3220.0
Hypertension,2003,F,75 to 79,461210,17110.0,300510,9240.0,4070.0
Hypertension,2003,F,80 to 84,361340,12300.0,250540,12680.0,5120.0
Hypertension,2003,F,85+,339020,9460.0,230900,27380.0,13460.0
Hypertension,2003,M,20 to 24,994700,1820.0,4890,10.0,770.0
Hypertension,2003,M,25 to 29,960850,3060.0,14990,30.0,730.0
Hypertension,2003,M,30 to 34,1017800,5530.0,30450,70.0,790.0
Hypertension,2003,M,35 to 39,1147680,9680.0,57600,140.0,1150.0
Hypertension,2003,M,40 to 44,1286730,16490.0,104750,340.0,1650.0
Hypertension,2003,M,45 to 49,1191400,21830.0,155430,680.0,2340.0
Hypertension,2003,M,50 to 54,1030210,25770.0,208530,1250.0,2920.0
Hypertension,2003,M,55 to 59,889080,27360.0,254920,2220.0,3480.0
Hypertension,2003,M,60 to 64,666390,24230.0,248130,3380.0,3800.0
Hypertension,2003,M,65 to 69,530480,21430.0,242190,4930.0,4220.0
Hypertension,2003,M,70 to 74,461730,18570.0,243530,7800.0,5560.0
Hypertension,2003,M,75 to 79,351760,13910.0,203870,10450.0,6060.0
Hypertension,2003,M,80 to 84,226530,8430.0,138300,11200.0,6080.0
Hypertension,2003,M,85+,153240,5180.0,88300,13460.0,8860.0
Hypertension,2004,F,20 to 24,973330,1930.0,5270,10.0,290.0
Hypertension,2004,F,25 to 29,967410,2960.0,15490,20.0,300.0
Hypertension,2004,F,30 to 34,1020200,4720.0,29180,40.0,330.0
Hypertension,2004,F,35 to 39,1115510,8160.0,51220,70.0,580.0
Hypertension,2004,F,40 to 44,1285410,14860.0,98960,190.0,970.0
Hypertension,2004,F,45 to 49,1219050,21860.0,160100,410.0,1490.0
Hypertension,2004,F,50 to 54,1071350,26030.0,228700,880.0,1900.0
Hypertension,2004,F,55 to 59,938530,26760.0,294330,1480.0,2240.0
Hypertension,2004,F,60 to 64,712650,23550.0,295400,2320.0,2210.0
Hypertension,2004,F,65 to 69,579360,21080.0,298240,3490.0,2370.0
Hypertension,2004,F,70 to 74,525040,19060.0,315780,5840.0,2860.0
Hypertension,2004,F,75 to 79,462730,15610.0,310050,9240.0,3570.0
Hypertension,2004,F,80 to 84,372220,11310.0,266230,13280.0,4620.0
Hypertension,2004,F,85+,352630,8810.0,250030,29370.0,11890.0
Hypertension,2004,M,20 to 24,1006870,1950.0,5120,10.0,790.0
Hypertension,2004,M,25 to 29,973940,3050.0,15640,40.0,680.0
Hypertension,2004,M,30 to 34,1009560,5570.0,32040,40.0,790.0
Hypertension,2004,M,35 to 39,1118660,9590.0,59320,140.0,1090.0
Hypertension,2004,M,40 to 44,1295550,16720.0,111070,330.0,1750.0
Hypertension,2004,M,45 to 49,1218090,22280.0,166060,700.0,2300.0
Hypertension,2004,M,50 to 54,1061250,26080.0,221550,1260.0,2910.0
Hypertension,2004,M,55 to 59,930400,28060.0,277340,2390.0,3520.0
Hypertension,2004,M,60 to 64,696200,24120.0,269940,3570.0,3720.0
Hypertension,2004,M,65 to 69,542310,20440.0,257420,5020.0,3960.0
Hypertension,2004,M,70 to 74,465260,17650.0,255760,7780.0,4890.0
Hypertension,2004,M,75 to 79,359170,13060.0,216350,10530.0,5460.0
Hypertension,2004,M,80 to 84,235870,8110.0,150400,11790.0,5580.0
Hypertension,2004,M,85+,161060,4980.0,98080,14560.0,8270.0
Hypertension,2005,F,20 to 24,983520,1820.0,5230,20.0,300.0
Hypertension,2005,F,25 to 29,981940,2930.0,15990,20.0,280.0
Hypertension,2005,F,30 to 34,1016290,4690.0,30540,40.0,400.0
Hypertension,2005,F,35 to 39,1106540,8150.0,53280,100.0,550.0
Hypertension,2005,F,40 to 44,1275700,15000.0,102540,230.0,1060.0
Hypertension,2005,F,45 to 49,1246330,21850.0,167770,430.0,1550.0
Hypertension,2005,F,50 to 54,1106190,25650.0,239820,950.0,1850.0
Hypertension,2005,F,55 to 59,980080,26630.0,313660,1590.0,2190.0
Hypertension,2005,F,60 to 64,739400,23200.0,312850,2400.0,2200.0
Hypertension,2005,F,65 to 69,593950,20270.0,312920,3520.0,2300.0
Hypertension,2005,F,70 to 74,524470,17870.0,323770,5760.0,2670.0
Hypertension,2005,F,75 to 79,466390,14450.0,319680,9100.0,3530.0
Hypertension,2005,F,80 to 84,377790,10580.0,277450,13160.0,4180.0
Hypertension,2005,F,85+,371420,8650.0,272380,30490.0,10520.0
Hypertension,2005,M,20 to 24,1017770,2070.0,5470,10.0,820.0
Hypertension,2005,M,25 to 29,988250,3320.0,16200,30.0,690.0
Hypertension,2005,M,30 to 34,1002410,5820.0,33520,60.0,840.0
Hypertension,2005,M,35 to 39,1106330,9560.0,61590,130.0,970.0
Hypertension,2005,M,40 to 44,1287420,16910.0,115820,350.0,1680.0
Hypertension,2005,M,45 to 49,1247520,23110.0,177060,680.0,2270.0
Hypertension,2005,M,50 to 54,1095530,26920.0,236090,1410.0,2840.0
Hypertension,2005,M,55 to 59,969580,29080.0,299480,2350.0,3520.0
Hypertension,2005,M,60 to 64,724550,24730.0,291120,3610.0,3590.0
Hypertension,2005,M,65 to 69,556960,20400.0,273160,5030.0,3770.0
Hypertension,2005,M,70 to 74,467120,16870.0,266020,7770.0,4210.0
Hypertension,2005,M,75 to 79,369420,12860.0,230840,10510.0,5010.0
Hypertension,2005,M,80 to 84,243130,7900.0,160650,11800.0,4950.0
Hypertension,2005,M,85+,171930,4870.0,109960,15590.0,7360.0
Hypertension,2006,F,20 to 24,989460,1640.0,4980,10.0,270.0
Hypertension,2006,F,25 to 29,998690,2700.0,16260,10.0,290.0
Hypertension,2006,F,30 to 34,1016480,4470.0,31380,50.0,370.0
Hypertension,2006,F,35 to 39,1102600,7510.0,54730,80.0,550.0
Hypertension,2006,F,40 to 44,1252980,14150.0,104540,190.0,980.0
Hypertension,2006,F,45 to 49,1269230,21150.0,173870,470.0,1530.0
Hypertension,2006,F,50 to 54,1139080,25330.0,250190,910.0,1970.0
Hypertension,2006,F,55 to 59,995380,25570.0,320860,1660.0,2130.0
Hypertension,2006,F,60 to 64,794010,23520.0,339830,2520.0,2400.0
Hypertension,2006,F,65 to 69,613920,19630.0,328800,3640.0,2360.0
Hypertension,2006,F,70 to 74,525630,16670.0,331300,5840.0,2490.0
Hypertension,2006,F,75 to 79,471000,13840.0,329350,9210.0,3340.0
Hypertension,2006,F,80 to 84,381640,9870.0,286070,13820.0,3970.0
Hypertension,2006,F,85+,392690,8070.0,295960,33600.0,10120.0
Hypertension,2006,M,20 to 24,1023450,2040.0,5680,10.0,860.0
Hypertension,2006,M,25 to 29,1002720,3240.0,16630,40.0,690.0
Hypertension,2006,M,30 to 34,997150,5640.0,34800,70.0,700.0
Hypertension,2006,M,35 to 39,1099220,9820.0,64260,140.0,990.0
Hypertension,2006,M,40 to 44,1262550,16530.0,119150,330.0,1570.0
Hypertension,2006,M,45 to 49,1270960,23260.0,186710,750.0,2240.0
Hypertension,2006,M,50 to 54,1129270,27420.0,250330,1430.0,2930.0
Hypertension,2006,M,55 to 59,982860,28750.0,311290,2490.0,3450.0
Hypertension,2006,M,60 to 64,778460,26100.0,322110,4000.0,3650.0
Hypertension,2006,M,65 to 69,578010,20610.0,291920,5280.0,3790.0
Hypertension,2006,M,70 to 74,470350,16340.0,275380,7680.0,4200.0
Hypertension,2006,M,75 to 79,379450,12260.0,244660,11090.0,4790.0
Hypertension,2006,M,80 to 84,250790,7820.0,171140,12650.0,4820.0
Hypertension,2006,M,85+,184670,4910.0,122670,17820.0,7240.0
Hypertension,2007,F,20 to 24,994580,1610.0,4820,10.0,270.0
Hypertension,2007,F,25 to 29,1016900,2680.0,16240,20.0,290.0
Hypertension,2007,F,30 to 34,1026530,4250.0,31980,40.0,360.0
Hypertension,2007,F,35 to 39,1100380,7260.0,56250,70.0,520.0
Hypertension,2007,F,40 to 44,1221770,12910.0,104050,210.0,930.0
Hypertension,2007,F,45 to 49,1288400,20570.0,178300,490.0,1590.0
Hypertension,2007,F,50 to 54,1175610,24590.0,259650,960.0,1890.0
Hypertension,2007,F,55 to 59,1013100,24010.0,326250,1640.0,2240.0
Hypertension,2007,F,60 to 64,846640,22660.0,364010,2670.0,2300.0
Hypertension,2007,F,65 to 69,639790,18540.0,345500,3860.0,2300.0
Hypertension,2007,F,70 to 74,529930,15070.0,338110,5850.0,2360.0
Hypertension,2007,F,75 to 79,474070,12440.0,337270,9310.0,2900.0
Hypertension,2007,F,80 to 84,385400,8870.0,293570,13570.0,3510.0
Hypertension,2007,F,85+,412590,7450.0,317380,35160.0,9350.0
Hypertension,2007,M,20 to 24,1027140,2090.0,5840,10.0,860.0
Hypertension,2007,M,25 to 29,1022860,3210.0,17160,40.0,660.0
Hypertension,2007,M,30 to 34,1001910,5490.0,35580,70.0,650.0
Hypertension,2007,M,35 to 39,1094930,9540.0,66680,130.0,960.0
Hypertension,2007,M,40 to 44,1228580,15820.0,120470,350.0,1470.0
Hypertension,2007,M,45 to 49,1292030,22620.0,194510,710.0,2290.0
Hypertension,2007,M,50 to 54,1167700,26760.0,263900,1540.0,2950.0
Hypertension,2007,M,55 to 59,999250,27310.0,320930,2600.0,3430.0
Hypertension,2007,M,60 to 64,829540,25520.0,349990,4170.0,3740.0
Hypertension,2007,M,65 to 69,606250,19770.0,312150,5670.0,3650.0
Hypertension,2007,M,70 to 74,475770,14990.0,284720,7890.0,3690.0
Hypertension,2007,M,75 to 79,387470,11430.0,256180,11300.0,4400.0
Hypertension,2007,M,80 to 84,259650,7060.0,181520,12840.0,4470.0
Hypertension,2007,M,85+,196130,4630.0,134380,18590.0,6740.0
Hypertension,2008,F,20 to 24,1004760,1560.0,4620,10.0,310.0
Hypertension,2008,F,25 to 29,1038290,2610.0,16200,30.0,280.0
Hypertension,2008,F,30 to 34,1043280,4110.0,32400,50.0,360.0
Hypertension,2008,F,35 to 39,1095490,7180.0,57100,110.0,500.0
Hypertension,2008,F,40 to 44,1191250,12310.0,102630,210.0,840.0
Hypertension,2008,F,45 to 49,1309110,19560.0,182340,470.0,1460.0
Hypertension,2008,F,50 to 54,1206540,23900.0,266660,940.0,1940.0
Hypertension,2008,F,55 to 59,1041780,23120.0,333140,1700.0,2220.0
Hypertension,2008,F,60 to 64,891100,22480.0,383340,2670.0,2310.0
Hypertension,2008,F,65 to 69,669330,18150.0,362600,3960.0,2240.0
Hypertension,2008,F,70 to 74,541160,14370.0,347590,5970.0,2290.0
Hypertension,2008,F,75 to 79,476560,11350.0,342840,9200.0,2700.0
Hypertension,2008,F,80 to 84,389150,8260.0,299820,13950.0,3250.0
Hypertension,2008,F,85+,433970,7110.0,338490,37370.0,8690.0
Hypertension,2008,M,20 to 24,1040760,2040.0,5910,10.0,710.0
Hypertension,2008,M,25 to 29,1046150,3280.0,17780,30.0,640.0
Hypertension,2008,M,30 to 34,1014970,5380.0,36290,60.0,660.0
Hypertension,2008,M,35 to 39,1088610,9180.0,68100,140.0,850.0
Hypertension,2008,M,40 to 44,1194980,15130.0,120350,330.0,1290.0
Hypertension,2008,M,45 to 49,1315720,21780.0,201950,740.0,2120.0
Hypertension,2008,M,50 to 54,1202060,26440.0,275330,1540.0,2880.0
Hypertension,2008,M,55 to 59,1025030,26310.0,332180,2640.0,3360.0
Hypertension,2008,M,60 to 64,871520,24990.0,371670,4360.0,3630.0
Hypertension,2008,M,65 to 69,637620,19570.0,333750,5790.0,3540.0
Hypertension,2008,M,70 to 74,486770,14190.0,295520,7860.0,3530.0
Hypertension,2008,M,75 to 79,394620,10700.0,265650,11270.0,4130.0
Hypertension,2008,M,80 to 84,269130,6660.0,191590,13700.0,4100.0
Hypertension,2008,M,85+,209240,4440.0,146530,20520.0,6290.0
Hypertension,2009,F,20 to 24,1019010,1590.0,4530,10.0,260.0
Hypertension,2009,F,25 to 29,1052940,2580.0,15960,20.0,330.0
Hypertension,2009,F,30 to 34,1057330,4030.0,32470,50.0,350.0
Hypertension,2009,F,35 to 39,1091710,6990.0,57950,100.0,520.0
Hypertension,2009,F,40 to 44,1165060,11610.0,100920,220.0,810.0
Hypertension,2009,F,45 to 49,1317080,19420.0,184640,550.0,1440.0
Hypertension,2009,F,50 to 54,1233150,23210.0,271710,970.0,1940.0
Hypertension,2009,F,55 to 59,1074990,22570.0,340880,1690.0,2140.0
Hypertension,2009,F,60 to 64,934960,22390.0,402340,2990.0,2370.0
Hypertension,2009,F,65 to 69,697960,17650.0,378740,4100.0,2120.0
Hypertension,2009,F,70 to 74,552310,13760.0,356310,5860.0,2140.0
Hypertension,2009,F,75 to 79,479190,10630.0,347400,9110.0,2560.0
Hypertension,2009,F,80 to 84,392060,7680.0,305210,13840.0,3040.0
Hypertension,2009,F,85+,453620,6970.0,358930,38540.0,7970.0
Hypertension,2009,M,20 to 24,1055080,2080.0,5880,10.0,730.0
Hypertension,2009,M,25 to 29,1063580,3270.0,18040,30.0,680.0
Hypertension,2009,M,30 to 34,1027840,5420.0,37200,70.0,700.0
Hypertension,2009,M,35 to 39,1079880,8920.0,68850,140.0,830.0
Hypertension,2009,M,40 to 44,1166080,14520.0,120050,340.0,1250.0
Hypertension,2009,M,45 to 49,1325670,21800.0,207410,720.0,2110.0
Hypertension,2009,M,50 to 54,1229690,25950.0,284620,1540.0,2920.0
Hypertension,2009,M,55 to 59,1056830,26240.0,344330,2690.0,3340.0
Hypertension,2009,M,60 to 64,913020,25420.0,394160,4410.0,3510.0
Hypertension,2009,M,65 to 69,667320,19380.0,354180,6160.0,3420.0
Hypertension,2009,M,70 to 74,499440,13980.0,307490,7770.0,3350.0
Hypertension,2009,M,75 to 79,400500,10130.0,273670,11310.0,3750.0
Hypertension,2009,M,80 to 84,276910,6280.0,200320,13780.0,3860.0
Hypertension,2009,M,85+,222040,4360.0,158720,21490.0,5770.0
Hypertension,2010,F,20 to 24,1037500,1370.0,4250,10.0,290.0
Hypertension,2010,F,25 to 29,1067090,2340.0,15450,20.0,310.0
Hypertension,2010,F,30 to 34,1075900,3960.0,32420,50.0,360.0
Hypertension,2010,F,35 to 39,1089080,6570.0,57970,90.0,480.0
Hypertension,2010,F,40 to 44,1157120,10870.0,100300,210.0,770.0
Hypertension,2010,F,45 to 49,1307730,17700.0,183400,470.0,1360.0
Hypertension,2010,F,50 to 54,1261160,21880.0,275070,1020.0,1960.0
Hypertension,2010,F,55 to 59,1110180,21400.0,348650,1790.0,2170.0
Hypertension,2010,F,60 to 64,976360,21150.0,417740,3010.0,2380.0
Hypertension,2010,F,65 to 69,726280,17110.0,392450,4310.0,2260.0
Hypertension,2010,F,70 to 74,568070,13100.0,366820,6050.0,2090.0
Hypertension,2010,F,75 to 79,480780,9800.0,350330,9440.0,2330.0
